0,1,1,東海道本,東京,
0,1,2,東海道本,有楽町,
0,1,3,東海道本,新橋,
0,1,4,東海道本,浜松町,
0,1,5,東海道本,田町,
0,1,6,東海道本,高輪ゲートウェイ,
0,1,7,東海道本,品川,
0,1,8,東海道本,大井町,
0,1,9,東海道本,大森,
0,1,11,東海道本,蒲田,
0,1,13,東海道本,川崎,
0,1,14,東海道本,鶴見,
0,1,16,東海道本,新子安,
0,1,17,東海道本,東神奈川,
0,1,18,東海道本,横浜,
0,1,20,東海道本,保土ヶ谷,
0,1,21,東海道本,東戸塚,
0,1,22,東海道本,戸塚,
0,1,24,東海道本,大船,
0,1,24,東海道,大船,
0,1,25,東海道本,藤沢,
0,1,26,東海道本,辻堂,
0,1,27,東海道本,茅ヶ崎,
0,1,29,東海道本,平塚,
0,1,30,東海道本,大磯,
0,1,32,東海道本,二宮,
0,1,33,東海道本,国府津,
0,1,34,東海道本,鴨宮,
0,1,35,東海道本,小田原,
0,1,37,東海道本,早川,
0,1,38,東海道本,根府川,
0,1,40,東海道本,真鶴,
0,1,41,東海道本,湯河原,
0,1,43,東海道本,熱海,
0,1,51,東海道本,函南,
0,1,53,東海道本,三島,
0,1,55,東海道本,沼津,
0,1,56,東海道本,片浜,
0,1,57,東海道本,原,
0,1,59,東海道本,東田子の浦,
0,1,60,東海道本,吉原,
0,1,62,東海道本,富士,
0,1,64,東海道本,富士川,
0,1,65,東海道本,新蒲原,
0,1,66,東海道本,蒲原,
0,1,67,東海道本,由比,
0,1,69,東海道本,興津,
0,1,71,東海道本,清水,
0,1,73,東海道本,草薙,
0,1,75,東海道本,東静岡,
0,1,76,東海道本,静岡,
0,1,78,東海道本,安倍川,
0,1,79,東海道本,用宗,
0,1,81,東海道本,焼津,
0,1,82,東海道本,西焼津,
0,1,83,東海道本,藤枝,
0,1,85,東海道本,六合,
0,1,86,東海道本,島田,
0,1,88,東海道本,金谷,
0,1,90,東海道本,菊川,
0,1,92,東海道本,掛川,
0,1,93,東海道本,愛野,
0,1,94,東海道本,袋井,
0,1,95,東海道本,御厨,
0,1,96,東海道本,磐田,
0,1,97,東海道本,豊田町,
0,1,98,東海道本,天竜川,
0,1,100,東海道本,浜松,
0,1,102,東海道本,高塚,
0,1,104,東海道本,舞阪,
0,1,105,東海道本,弁天島,
0,1,106,東海道本,新居町,
0,1,107,東海道本,鷲津,
0,1,109,東海道本,新所原,
0,1,110,東海道本,二川,
0,1,112,東海道本,豊橋,
0,1,114,東海道本,西小坂井,
0,1,115,東海道本,愛知御津,
0,1,116,東海道本,三河大塚,
0,1,117,東海道本,三河三谷,
0,1,118,東海道本,蒲郡,
0,1,119,東海道本,三河塩津,
0,1,120,東海道本,三ヶ根,
0,1,121,東海道本,幸田,
0,1,124,東海道本,岡崎,
0,1,125,東海道本,西岡崎,
0,1,126,東海道本,安城,
0,1,127,東海道本,三河安城,
